customer_id,name,email,signup_date,active
C4888,Lindsey Cobb DDS,autumn62@gmail.com,2022-06-08,Y
C1602,Michael Jenkins,zwright@miller.org,2022-04-13,N
C3565,Gabriel Martin,gquinn@pruitt-shaw.com,2022-08-18,Y
C6929,Charlotte Owens,qbest@webb-mills.net,2022-04-01,N
C8837,James Contreras,lindamiller@gmail.com,2022-04-03,N
C9456,Brittany Perez,daniel50@brown.org,2022-03-22,Y
C7065,Steven Tate,qowens@foley.com,2022-08-03,Y
C9274,Taylor Bruce,afreeman@hotmail.com,2022-11-30,N
C5334,Melissa Lee,thomasmolina@gmail.com,2022-06-10,N
C6678,Christina Bonilla,walterwilliams@gmail.com,2022-12-04,Y
C9674,Timothy Khan,petersenmatthew@yahoo.com,2022-03-16,N
C6126,Kelli Jones,shirley64@gmail.com,2022-04-04,Y
C3586,Sara Williams,teresa16@serrano-clark.com,2022-07-10,Y
C4945,Jamie Williams,suttonjanet@hotmail.com,2022-10-18,Y
C3391,Robert Lee,pweeks@taylor.com,2022-03-09,Y
C4693,Jose Brown,zacharycarlson@hotmail.com,2022-07-05,Y
C3129,Kelli Warren,michael98@hotmail.com,2022-08-14,Y
C4688,John Harris,emartin@stanley-wilson.biz,2022-04-30,N
C5919,Kathy Fischer,kristi51@yahoo.com,2022-01-04,N
C4838,Caitlin Perez,yreed@osborne.net,2022-10-17,Y
C3553,Crystal Fields,tcollins@mora-reeves.com,2022-03-04,Y
C3784,Shawn Johnson,groberts@hotmail.com,2022-10-11,N
C4204,Patricia Lawrence,jose28@ferguson.org,2022-11-14,Y
C1697,Ralph Smith,mitchell44@morrow.com,2022-10-16,N
C2598,Ryan Adkins,ybrown@rodriguez-ross.com,2022-09-26,N
C8308,Heather Brewer,olsonsarah@martinez-franklin.com,2022-11-30,Y
C7997,Gina Dillon,samuelwarner@munoz-edwards.org,2022-11-17,Y
C3431,Janet Glover MD,harringtoncindy@avila.org,2022-11-10,Y
C9741,Laurie Fox,youngdavid@williams.com,2022-11-28,N
C1412,Manuel Mitchell,clarkjennifer@gmail.com,2022-02-13,N
C8557,Rick White,youngdanny@gmail.com,2022-11-04,N
C7083,Lindsey Lewis,moorecraig@gmail.com,2022-01-22,Y
C9620,Steven Fernandez,david40@washington.com,2022-07-24,Y
C8742,Jorge Russell,ldaniels@hotmail.com,2022-03-03,Y
C5081,Erin Heath,anna04@yahoo.com,2022-03-07,N
C5714,Kevin Guerrero,daviskatelyn@yahoo.com,2022-08-17,N
C9183,Charles Peck,iburns@roberts.biz,2022-04-30,N
C5760,Elizabeth Kane,megan00@gmail.com,2022-03-10,N
C3597,Ryan Houston,iboyd@hamilton.com,2022-09-13,Y
C6834,Nicholas Marshall,jvega@barber.biz,2022-10-08,Y
C7868,Ronald Smith,toniwise@nelson.com,2022-09-14,N
C1255,Benjamin Stephens,gregorybaker@rich.com,2022-09-03,N
C3717,Jason Mccarthy,taylor94@santana.com,2022-02-08,N
C3602,Gregory Jones,thomas36@wilson-thompson.com,2022-07-27,N
C8325,Carolyn Yang,zfisher@torres.org,2022-01-27,N
C2991,Juan Huff,qreynolds@bell-goodwin.com,2022-06-24,Y
C4937,Eric Thompson,phillipvelez@yahoo.com,2022-03-03,Y
C5439,Keith Cervantes,riveramichael@edwards.com,2022-01-27,N
C8423,Kristin Rogers,rquinn@cunningham.net,2022-06-27,N
C5431,David Evans,powen@martinez.com,2022-11-30,N
C8851,Linda Brown,brownalicia@peterson-wilson.info,2022-07-18,Y
C5410,Stacey Rowe,sarahlambert@hotmail.com,2022-09-01,Y
C9078,Melinda Gutierrez,debra43@hotmail.com,2022-12-24,N
C6184,Ann Hess,arthur59@hotmail.com,2022-09-19,Y
C8058,Lynn Andrews,thomas34@lin.com,2022-10-02,Y
C7020,Whitney Lee,angela93@flores.com,2022-03-31,Y
C5647,Claudia Fitzpatrick,sbooth@fletcher.net,2022-05-06,Y
C6884,Jose White,ferrellsandra@hotmail.com,2022-06-24,Y
C5498,Lauren Melton,bowmanchristopher@wilson.com,2022-06-06,Y
C9069,Lisa Warren,evan76@gonzalez.net,2022-12-07,N
C1160,Michelle Walker,pateljoseph@chapman.info,2022-09-18,N
C8329,Thomas Arellano,hoshannon@yahoo.com,2022-06-13,N
C6343,Dana Vaughn,charles68@hicks.info,2022-10-08,Y
C5107,Tracy Gonzalez,josephchristopher@hotmail.com,2022-05-08,Y
C8664,Virginia Gray MD,stuartsanchez@farmer-jones.org,2022-12-04,Y
C2471,Shelley Gray,williamsdale@hotmail.com,2022-09-08,Y
C9934,Mr. Donald Baldwin,diazronald@yahoo.com,2022-12-23,Y
C9625,Hannah Johnson,nguyenmiranda@cross-joyce.com,2022-10-11,Y
C7672,Christine Robinson,james27@hotmail.com,2022-10-14,Y
C2789,Jacqueline Wood,lowealan@yahoo.com,2022-12-05,N
C3248,Jacob Martin,nicole40@ward.biz,2022-05-25,N
C1746,Robert Martinez,currydaniel@hotmail.com,2022-08-26,N
C9172,Tonya Gomez,zrussell@gmail.com,2022-03-07,Y
C4599,Tara Cline,jaime54@thompson.biz,2022-02-08,Y
C3831,Christopher Sanders,jeffrey47@yahoo.com,2022-11-29,N
C6796,Michael Hubbard,rhill@day.com,2022-08-12,Y
C5756,Craig Morse,phillipsjacob@yahoo.com,2022-09-18,Y
C9605,Carly Butler,eward@hotmail.com,2022-11-20,Y
C5614,Sheila Bridges,coopertina@hotmail.com,2022-03-14,Y
C5638,Terrence Fox,amanda91@johnson.com,2022-07-22,N
C7900,Charles Cooper,katie00@yahoo.com,2022-02-23,N
C3287,Steve Morris,whitneymichael@gmail.com,2022-06-16,Y
